4	content:6.link_0	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
4	content:6.link_1	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
4	content:6.link_2	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
4	content:6.text_0	textarea	The e-commerce framework is fully integrated into pimcore. One system for pim, cms, dam and e-commerce. 
4	content:6.text_1	textarea	Since it is fully integrated into pimcore, you can use the full power of pimcore within your shop application. 
4	content:6.text_2	textarea	The framework approach gives you full flexibility in creating the optimal solution for your use case. No restrictions due to technology. 
4	content:6.title_0	input	Fully integrated shop
4	content:6.title_1	input	Full power of pimcore
4	content:6.title_2	input	Maximum flexibility
4	contentcontent_gallerycontent44_1	wysiwyg	<p>as fsa fsadf sadf saf a sdf</p>\

4	contentcontent_gallerycontent44_2	wysiwyg	<p>as fsa fsadf sadf saf a sdf&nbsp;as fsa fsadf sadf saf a sdf&nbsp;as fsa fsadf sadf saf a sdf &nbsp;as fsa fsadf sadf saf a sdf</p>\

4	contentcontent_listcontent44_1	wysiwyg	<p>sdaf asdf sadf sadf&nbsp;</p>\
\
<p>fd sad</p>\
\
<p>sadf&nbsp;</p>\
\
<p>sadf sadf</p>\
\
<p>sadf sadf sadf</p>\
\
<p>sa</p>\
\
<p>sadf sadfsadf sadf sadf</p>\

4	contentcontent_listcontent44_2	wysiwyg	<p>sadf sadf sadf sadf sadf&nbsp;</p>\
\
<div>&nbsp;</div>\
\
<div>\
<p>sadf sadf</p>\
\
<p>sadf sadf sadf</p>\
\
<p>sa</p>\
\
<p>sadf sadfsadf sadf sadf</p>\
\
<div>&nbsp;</div>\
\
<div>\
<p>sadf sadf</p>\
\
<p>sadf sadf sadf</p>\
\
<p>sa</p>\
\
<p>sadf sadfsadf sadf sadf</p>\
\
<div>&nbsp;</div>\
\
<div>\
<p>sadf sadf</p>\
\
<p>sadf sadf sadf</p>\
\
<p>sa</p>\
\
<p>sadf sadfsadf sadf sadf</p>\
</div>\
</div>\
</div>\

4	content_1content3	wysiwyg	<p>xd asf sadf&nbsp;</p>\

4	content_2content3	wysiwyg	<p>sad fsadf sadf sadf sadf sad f</p>\

4	content__1content2	textarea	
4	content__2content2	textarea	
4	content__3content2	textarea	
4	gallerycontent3	block	a:8:{i:0;s:1:"1";i:1;s:1:"2";i:2;s:1:"3";i:3;s:1:"4";i:4;s:1:"5";i:5;s:1:"6";i:6;s:1:"7";i:7;s:1:"8";}
4	gallerycontent4	block	a:2:{i:0;s:1:"1";i:1;s:1:"2";}
4	headlinecontent2	input	t6est
4	headlinecontent4	input	sadfsadf sadf 
4	headlinecontent_gallerycontent44_1	input	Feature 1
4	headlinecontent_gallerycontent44_2	input	Feature 2
4	headline_1content1	input	E-Commerce Demo
4	headline_1content2	input	
4	headline_1content3	input	
4	headline_2content1	input	Get Products
4	headline_2content2	input	
4	headline_2content3	input	
4	headline_3content1	input	Get a Template
4	headline_3content2	input	
4	headline_4content1	input	Implement the Demo
4	hintcontent4	input	saf sadf sadf sadf 
4	hintcontent_quotescontent22_1	input	test
4	icon_2content1	image	a:9:{s:2:"id";i:308;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	icon_3content1	image	a:9:{s:2:"id";i:314;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	icon_4content1	image	a:9:{s:2:"id";i:336;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent3	image	a:9:{s:2:"id";i:4858;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_1	image	a:9:{s:2:"id";i:4855;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_2	image	a:9:{s:2:"id";i:4857;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_3	image	a:9:{s:2:"id";i:4860;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_4	image	a:9:{s:2:"id";i:4859;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_5	image	a:9:{s:2:"id";i:4862;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_6	image	a:9:{s:2:"id";i:4853;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_7	image	a:9:{s:2:"id";i:4861;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	imagecontent_gallerycontent33_8	image	a:9:{s:2:"id";i:4858;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	image_1content2	image	a:9:{s:2:"id";i:4486;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	image_1content3	image	a:9:{s:2:"id";i:4857;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	image_2content2	image	a:9:{s:2:"id";i:4486;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	image_2content3	image	a:9:{s:2:"id";i:4852;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	image_3content2	image	a:9:{s:2:"id";i:4486;s:3:"alt";s:0:"";s:11:"cropPercent";N;s:9:"cropWidth";N;s:10:"cropHeight";N;s:7:"cropTop";N;s:8:"cropLeft";N;s:8:"hotspots";a:0:{}s:6:"marker";a:0:{}}
4	keywordscontent3	input	The most integrated open-source Multi-Channel  E-Commerce Platform
4	listcontent4	block	a:2:{i:0;s:1:"1";i:1;s:1:"2";}
4	persona_-3-_content	areablock	a:4:{i:0;a:2:{s:3:"key";s:1:"7";s:4:"type";s:15:"horizontal-line";}i:1;a:2:{s:3:"key";s:1:"4";s:4:"type";s:16:"gallery-carousel";}i:2;a:2:{s:3:"key";s:1:"6";s:4:"type";s:15:"icon-teaser-row";}i:3;a:2:{s:3:"key";s:1:"2";s:4:"type";s:13:"productteaser";}}
4	persona_-3-_content:2.persona_-3-_teaserblock	block	a:8:{i:0;s:1:"4";i:1;s:1:"1";i:2;s:1:"3";i:3;s:1:"2";i:4;s:1:"5";i:5;s:1:"7";i:6;s:1:"6";i:7;s:1:"8";}
4	persona_-3-_content:2.persona_-3-_teaserblock:1.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:10393;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:2.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:7162;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:3.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:9019;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:4.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:9316;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:5.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:7080;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:6.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:7074;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:7.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:6992;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.persona_-3-_teaserblock:8.persona_-3-_productteaser	renderlet	a:3:{s:2:"id";i:9001;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
4	persona_-3-_content:2.teaserblock:1.persona_-3-_teaserblock	block	a:0:{}
4	quotecontent4	textarea	This is a new way of ecommerce
4	quotecontent_quotescontent22_1	input	test
4	quotescontent2	block	a:1:{i:0;s:1:"1";}
4	text_1content1	textarea	The Steps to a Demo
4	text_2content1	textarea	get a bunch of products
4	text_3content1	textarea	get a nice template
4	text_4content1	textarea	Go for it ... 
9	headline	input	Further readings
9	links	block	a:3:{i:0;s:1:"1";i:1;s:1:"2";i:2;s:1:"3";}
9	links:1.link	link	a:12:{s:4:"text";s:11:"pimcore.org";s:4:"path";s:22:"http://www.pimcore.org";s:6:"target";s:6:"_blank";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:5:"title";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";s:4:"type";s:8:"internal";}
9	links:2.link	link	a:12:{s:4:"text";s:13:"Documentation";s:4:"path";s:28:"http://www.pimcore.org/wiki/";s:6:"target";s:6:"_blank";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:5:"title";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";s:4:"type";s:8:"internal";}
9	links:3.link	link	a:12:{s:4:"text";s:10:"Bugtracker";s:4:"path";s:29:"http://www.pimcore.org/issues";s:6:"target";s:6:"_blank";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:5:"title";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";s:4:"type";s:8:"internal";}
9	multiselect	multiselect	a:0:{}
9	myCheckbox	checkbox	
9	myDate	date	\N
9	myHref	href	a:3:{s:2:"id";N;s:4:"type";N;s:7:"subtype";N;}
9	myImageBlock	block	a:0:{}
9	myInput	input	
9	myLink	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
9	myMultihref	multihref	a:0:{}
9	myNumber	numeric	
9	mySelect	select	\N
9	myTextarea	textarea	
9	myWysiwyg	wysiwyg	
12	introduction	wysiwyg	<div id="cke_pastebin"><span style="color:#000000; font-family:'Times New Roman'; font-size:medium">Dear Customer,</span></div>\
\
<div><span style="color:#000000; font-family:'Times New Roman'; font-size:medium">thank you for your order.</span></div>\
\
<div><span style="color:#000000; font-family:'Times New Roman'; font-size:medium">Please bare in mind, that this is a demo system so no actual order has been created.&nbsp;</span></div>\

14	content	areablock	a:1:{i:0;a:2:{s:3:"key";s:1:"1";s:4:"type";s:11:"productgrid";}}
14	content:1.productFilter	href	a:3:{s:2:"id";i:11259;s:4:"type";s:6:"object";s:7:"subtype";s:6:"object";}
14	headDescription	input	
14	header_headline	input	Female Football Shoes
14	header_subline	input	
14	headline	input	This is a Landingpage for Shorts
14	headTitle	input	
14	healine	input	
14	multiselect	multiselect	a:0:{}
14	myCheckbox	checkbox	
14	myDate	date	\N
14	myHref	href	a:3:{s:2:"id";N;s:4:"type";N;s:7:"subtype";N;}
14	myImageBlock	block	a:0:{}
14	myInput	input	
14	myLink	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
14	myMultihref	multihref	a:0:{}
14	myNumber	numeric	
14	mySelect	select	\N
14	myTextarea	textarea	
14	myWysiwyg	wysiwyg	
15	content	areablock	a:1:{i:0;a:2:{s:3:"key";s:1:"1";s:4:"type";s:7:"wysiwyg";}}
15	content:1.content	wysiwyg	<p><span style="font-size:22px;"><strong>THIS IS JUST A SAMPLE DOCUMENT !</strong></span></p>\
\
<p>&nbsp;</p>\
\
<p><strong>INTRODUCTION</strong><br />\
&nbsp;</p>\
\
<p>&nbsp;</p>\
\
<div>&nbsp;</div>\
\
<div>This Agreement contains the complete terms and conditions that apply to you in joining, buying, bidding, selling and all other activities you will make in our website. By using or shopping from this Web site, you agree to be bound by its terms of use and shall comply thereof. This Agreement describes and encompasses the entire agreement between us and you, and supersedes all prior or contemporaneous agreements, representations, warranties and understandings with respect to the Site, the content and computer programs provided by or through the Site, and the subject matter of this Agreement. Amendments to this agreement can be made and effected by us from time to time without specific notice to you end. Agreement posted on the Site reflects the latest agreement and you should carefully review the same before you use our site.</div>\
\
<div>&nbsp;</div>\
\
<div>&nbsp;</div>\
\
<div><strong>Use of the site &amp; PROHIBITIONS</strong></div>\
\
<div>&nbsp;</div>\
\
<div>The Site allows you to post offers, sell, advertise, bid and shop online. However, you are prohibited to do the following acts, to wit: (a) use our sites, including its services and or tools if you are not able to form legally binding contracts, are under the age of 18, or are temporarily or indefinitely suspended from using our sites, services, or tools (b) posting of an items in inappropriate category or areas on our sites and services; (c) collecting information about users’ personal information; (d) maneuvering the price of any item or interfere with other users' listings; (f) post false, inaccurate, misleading, defamatory, or libelous content; (g) take any action that may damage the rating system.</div>\
\
<div>For you to complete the sign-up process in our site, you must provide your full legal name, current address, a valid email address, and any other information needed in order to complete the signup process. You must qualify that you are 18 years or older and must be responsible for keeping your password secure and be responsible for all activities and contents that are uploaded under your account. You must not transmit any worms or viruses or any code of a destructive nature.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><strong>Payments</strong><strong> AND PROCESSES OF INVIOCES</strong><br />\
<br />\
&nbsp;</div>\
\
<div>pimcore E-Commerce Demo has the sole discretion to provide the terms of payment. Unless otherwise agreed, payment must first be received by pimcore E-Commerce Demo prior to the latter’s acceptance of an order. Unless credit term has been agreed upon, payment for the products shall be made by credit card, paypal or wire transfers. Invoices are due and payable within the time period noted on your invoice, measured from the date of the invoice. An order may be invoice separately. pimcore E-Commerce Demo has all the discretion to cancel or deny orders. pimcore E-Commerce Demo is not responsible for pricing, typographical, or other errors in any offer by pimcore E-Commerce Demo and reserves the right to cancel any orders arising from such errors. Invoices must be paid within 15 days of the invoice date. For all but consumer purchases, pimcore E-Commerce Demo reserves the right to charge you a late penalty charge of 1% per month applied against undisputed overdue amounts or the maximum rate permitted by law whichever is less. Every 30 days thereafter, you will continue to be charged an additional late penalty charge.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><strong>Refund Policy</strong></div>\
\
<div>We do not have to provide a refund if you have changed your mind about a particular purchase, so please choose carefully. If the goods are faulty, we will meet our obligations under the applicable laws. However, if “non-faulty” accounts are cancelled within two weeks of the first payment a full refund, will be given.”</div>\
\
<div>&nbsp;</div>\
\
<div><strong>RISK OF LOSS</strong></div>\
\
<div>All items purchased from our website are made pursuant to a shipment contract. The risk of loss and title for such items pass to you upon our delivery to the carrier.</div>\
\
<div><strong>PRODUCT PRICING &amp; DESCRIPTIONS</strong></div>\
\
<div>The List Price displayed for products on our website represents the full retail price listed on the product itself, suggested by the manufacturer or supplier, or estimated in accordance with standard industry practice; or the estimated retail value for a comparably featured item offered elsewhere. The List Price is a comparative price estimate and may or may not represent the prevailing price in every area on any particular day. For certain items that are offered as a set, the List Price may represent "open-stock" prices, which means the aggregate of the manufacturer's estimated or suggested retail price for each of the items included in the set. Where an item is offered for sale by one of our merchants, the List Price may be provided by the merchant. In cases of mispriced in our catalogs in which the item's correct price is higher than our stated price, we will, at our discretion, either contact you for instructions before shipping or cancel your order and notify you of such cancellation.</div>\
\
<div>We do not warrant that product descriptions or other content of this site is accurate, complete, reliable, current, or error-free. If a product offered in our website is not as described, your sole remedy is to return it in unused condition.</div>\
\
<div>&nbsp;</div>\
\
<div><strong>Editing, Deleting and Modification</strong></div>\
\
<div>&nbsp;</div>\
\
<div>We may edit, delete or modify any of the terms and conditions contained in this Agreement, at any time and in our sole discretion, by posting a notice or a new agreement on our site. YOUR CONTINUED PARTICIPATION IN OUR PROGRAM, VISIT AND SHOPPING IN OUR SITE FOLLOWING OUR POSTING OF A CHANGE NOTICE OR NEW AGREEMENT ON OUR SITE WILL CONSTITUTE BINDING ACCEPTANCE OF THE CHANGE.</div>\
\
<div>&nbsp;</div>\
\
<div><strong>Acknowledgment of rights</strong></div>\
\
<div>You hereby acknowledge that all rights, titles and interests, including but not limited to rights covered by the Intellectual Property Rights, in and to the site, and that You will not acquire any right, title, or interest in or to the Program except as expressly set forth in this Agreement. You will not modify, adapt, translate, prepare derivative works from, decompile, reverse engineer, disassemble or otherwise attempt to derive source code from any of our services, software, or documentation, or create or attempt to create a substitute or similar service or product through use of or access to the Program or proprietary information related thereto.</div>\
\
<div>&nbsp;</div>\
\
<div><strong>Fraud</strong></div>\
\
<div>&nbsp;</div>\
\
<div>FRAUDULENT ACTIVITIES are highly monitored in our site and if fraud is detected pimcore E-Commerce Demo shall resort al remedies available to us, and you shall be responsible for all costs and legal fees arising from these fraudulent activities.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><strong>WARRANTY DISCLAIMER AND LIMITATIONS OF LIABILITY</strong></div>\
\
<div>&nbsp;</div>\
\
<div>We will not be liable for indirect, special, or consequential damages, or any loss of revenue, profits, or data, arising in connection with this Agreement or the Program, even if we have been advised of the possibility of such damages. Further, our aggregate liability arising with respect to this Agreement and the Program will not exceed USD2,000 or the total price of the subject products paid or payable to you whichever is less.</div>\
\
<div>We make no express or implied warranties or representations with respect to the Program or any products sold and offered in our website (including, without limitation, warranties of fitness, merchantability, non-infringement, or any implied warranties arising out of a course of performance, dealing, or trade usage). In addition, we make no representation that the operation of our site will be uninterrupted or error-free, and we will not be liable for the consequences of any interruptions or errors. This site and its information, contents, materials, products and services are provided on an “as is” and “as available” basis. You and understand and agree that your use of this site is at your own risk.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><br />\
<strong>Confidentiality</strong></div>\
\
<div>You agree not to disclose information you obtain from us and or from our clients, advertisers and suppliers. All information submitted to by an end-user customer pursuant to a Program is proprietary information of pimcore E-Commerce Demo. Such customer information is confidential and may not be disclosed. Publisher agrees not to reproduce, disseminate, sell, distribute or commercially exploit any such proprietary information in any manner.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><strong>NON-WAIVER</strong></div>\
\
<div>Failure of the pimcore E-Commerce Demo to insist upon strict performance of any of the terms, conditions and covenants hereof shall not be deemed a relinquishment or waiver of any rights or remedy that the we may have, nor shall it be construed as a waiver of any subsequent breach of the terms, conditions or covenants hereof, which terms, conditions and covenants shall continue to be in full force and effect.</div>\
\
<div>No waiver by either party of any breach of any provision hereof shall be deemed a waiver of any subsequent or prior breach of the same or any other provision.</div>\
\
<div><br />\
&nbsp;</div>\
\
<div><strong>MISCELLANEOUS</strong></div>\
\
<div>This Agreement shall be governed by and construed in accordance with the substantive laws of Salzburg, without any reference to conflict-of-laws principles.</div>\
\
<div>Any dispute, controversy or difference which may arise between the parties out of, in relation to or in connection with this Agreement is hereby irrevocably submitted to the exclusive jurisdiction of the courts of Salzburg, to the exclusion of any other courts without giving effect to its conflict of laws provisions or your actual state or country of residence.</div>\
\
<div>The entire agreement between the parties with respect to the subject matter hereof is embodied on this agreement and no other agreement relative hereto shall bind either party herein.</div>\
\
<div>Your rights of whatever nature cannot be assigned nor transferred to anybody, and any such attempt may result in termination of this Agreement, without liability to us. However, we may assign this Agreement to any person at any time without notice.</div>\
\
<p>In the event that any provision of these Terms and Conditions is found invalid or unenforceable pursuant to any judicial decree or decision, such provision shall be deemed to apply only to the maximum extent permitted by law, and the remainder of these Terms and Conditions shall remain valid and enforceable according to its terms.</p>\

15	header_headline	input	Sample Terms & Conditions
15	header_subline	input	
15	healine	input	Sample Terms & Conditions
15	multiselect	multiselect	a:0:{}
15	myCheckbox	checkbox	
15	myDate	date	\N
15	myHref	href	a:3:{s:2:"id";N;s:4:"type";N;s:7:"subtype";N;}
15	myImageBlock	block	a:0:{}
15	myInput	input	
15	myLink	link	a:10:{s:4:"type";s:8:"internal";s:4:"path";s:0:"";s:10:"parameters";s:0:"";s:6:"anchor";s:0:"";s:9:"accesskey";s:0:"";s:3:"rel";s:0:"";s:8:"tabindex";s:0:"";s:6:"target";s:0:"";s:5:"class";s:0:"";s:10:"attributes";s:0:"";}
15	myMultihref	multihref	a:0:{}
15	myNumber	numeric	
15	mySelect	select	\N
15	myTextarea	textarea	
15	myWysiwyg	wysiwyg	
