11939	0	paymentInfo	1469191285	\N	cancelled	payment_701324013-1~11939	1469193305	 QPAY-Session timed out after 30 minutes without activity.	€ 0,00	\N	FAILURE	\N	\N	\N	\N	\N	\N	{"qpay_amount":"\\u20ac\\u00a00,00","qpay_paymentType":null,"qpay_paymentState":"FAILURE","qpay_response":"Array\\n(\\n    [controller] => handle-payment\\n    [action] => server-side-q-pay\\n    [module] => website\\n    [elementsclientauth] => disabled\\n    [consumerMessage] => QPAY-Session timed out after 30 minutes without activity.\\n    [message] => QPAY-Session timed out after 30 minutes without activity.\\n    [paymentState] => FAILURE\\n    [orderIdent] => payment_701324013-1~11939\\n    [country] => en\\n)\\n"}
11972	0	paymentInfo	1470726463		paymentAuthorized	payment_2883330228-1~11972	1470727749	 	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"","seamless_paymentType":"PREPAYMENT","seamless_paymentState":"SUCCESS","seamless_response":""}
11976	0	paymentInfo	1470727818		paymentAuthorized	payment_3818668260-1~11976	1470727822	 	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"","seamless_paymentType":"PREPAYMENT","seamless_paymentState":"SUCCESS","seamless_response":""}
11980	0	paymentInfo	1470728724	2947632	paymentAuthorized	payment_3187523884-1~11980	1470732628	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a070,87","seamless_paymentType":"PAYPAL","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_3187523884-1---11980\\n    [amount] => 70.87\\n    [currency] => EUR\\n    [paymentType] => PAYPAL\\n    [financialInstitution] => PayPal\\n    [language] => de\\n    [orderNumber] => 2947632\\n    [paymentState] => SUCCESS\\n    [paypalPayerID] => PAYER123456ID\\n    [paypalPayerEmail] => buyer@paypal.com\\n    [paypalPayerLastName] => Consumer\\n    [paypalPayerFirstName] => Test\\n    [paypalPayerAddressName] => Consumer Test\\n    [paypalPayerAddressCountry] => United States\\n    [paypalPayerAddressCountryCode] => US\\n    [paypalPayerAddressCity] => New York\\n    [paypalPayerAddressState] => NY\\n    [paypalPayerAddressStreet1] => Park Row\\n    [paypalPayerAddressStreet2] => 2\\n    [paypalPayerAddressZIP] => 10038\\n    [gatewayReferenceNumber] => DGW_2947632_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,paypalPayerID,paypalPayerEmail,paypalPayerLastName,paypalPayerFirstName,paypalPayerAddressName,paypalPayerAddressCountry,paypalPayerAddressCountryCode,paypalPayerAddressCity,paypalPayerAddressState,paypalPayerAddressStreet1,paypalPayerAddressStreet2,paypalPayerAddressZIP,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => 8a064e5a8dc168dd963f104ae7efccfda702fcb3c024044f094ec49324d3b665acd7e19c0f597ce6d695bcc9dc5bc115fe0d2c68aede11d189a4c293df2729af\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
11982	0	paymentInfo	1470732357	4240503	paymentAuthorized	payment_2954820237-1~11982	1470732369	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a012,79","seamless_paymentType":"PAYPAL","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_2954820237-1---11982\\n    [amount] => 12.79\\n    [currency] => EUR\\n    [paymentType] => PAYPAL\\n    [financialInstitution] => PayPal\\n    [language] => de\\n    [orderNumber] => 4240503\\n    [paymentState] => SUCCESS\\n    [paypalPayerID] => PAYER123456ID\\n    [paypalPayerEmail] => buyer@paypal.com\\n    [paypalPayerLastName] => Consumer\\n    [paypalPayerFirstName] => Test\\n    [paypalPayerAddressName] => Consumer Test\\n    [paypalPayerAddressCountry] => United States\\n    [paypalPayerAddressCountryCode] => US\\n    [paypalPayerAddressCity] => New York\\n    [paypalPayerAddressState] => NY\\n    [paypalPayerAddressStreet1] => Park Row\\n    [paypalPayerAddressStreet2] => 2\\n    [paypalPayerAddressZIP] => 10038\\n    [gatewayReferenceNumber] => DGW_4240503_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,paypalPayerID,paypalPayerEmail,paypalPayerLastName,paypalPayerFirstName,paypalPayerAddressName,paypalPayerAddressCountry,paypalPayerAddressCountryCode,paypalPayerAddressCity,paypalPayerAddressState,paypalPayerAddressStreet1,paypalPayerAddressStreet2,paypalPayerAddressZIP,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => 1373ab522ae723b73c0ffd706fc7a8d2bdf2f5acd0d3bd5c3a1b93c09f38f662ab78ecc202a238330aef8e1bb867f03c54967129b58c1bfc08db5a5c01d0ce69\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
11986	0	paymentInfo	1470733034	15144502	paymentAuthorized	payment_3261568568-1~11986	1470733249	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a070,87","seamless_paymentType":"CCARD","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_3261568568-1---11986\\n    [amount] => 70.87\\n    [currency] => EUR\\n    [paymentType] => CCARD\\n    [financialInstitution] => MC\\n    [language] => de\\n    [orderNumber] => 15144502\\n    [paymentState] => SUCCESS\\n    [authenticated] => Yes\\n    [anonymousPan] => 0001\\n    [expiry] => 01\\/2019\\n    [cardholder] => asdf\\n    [maskedPan] => 950000******0001\\n    [gatewayReferenceNumber] => DGW_15144502_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,authenticated,anonymousPan,expiry,cardholder,maskedPan,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => d682458a0ba6317c0075fc3a516ade9dae2a56ba3ff7cbe4a01bb68408df43647842229896911090c8766ce98c44331aa7f597ad58fc1371c41a39e795e59468\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
11988	0	paymentInfo	1470733333	1249621	paymentAuthorized	payment_3064285393-1~11988	1470733416	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a049,38","seamless_paymentType":"SOFORTUEBERWEISUNG","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_3064285393-1---11988\\n    [amount] => 49.38\\n    [currency] => EUR\\n    [paymentType] => SOFORTUEBERWEISUNG\\n    [financialInstitution] => sofortueberweisung\\n    [language] => de\\n    [orderNumber] => 1249621\\n    [paymentState] => SUCCESS\\n    [senderAccountOwner] => J\\u00fcrgen Mustermann\\n    [senderAccountNumber] => 112233\\n    [senderBankNumber] => 88888888\\n    [senderBankName] => Testbank \\n    [senderBIC] => PNAGDE00000\\n    [senderIBAN] => DE35888888880000112233\\n    [senderCountry] => DE\\n    [securityCriteria] => 1\\n    [gatewayReferenceNumber] => DGW_1249621_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,senderAccountOwner,senderAccountNumber,senderBankNumber,senderBankName,senderBIC,senderIBAN,senderCountry,securityCriteria,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => fc0ea711515f17fdcde27ea3194183aa0435ad356fe53e7e246230883063339641f87e7c5dd19666e050d436bd613d294e90af168da7f97d19df21c188cef4e6\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
11992	0	paymentInfo	1470733699	12995718	paymentAuthorized	payment_4273356072-1~11992	1470735062	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a070,87","seamless_paymentType":"INVOICE","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_4273356072-1---11992\\n    [amount] => 70.87\\n    [currency] => EUR\\n    [paymentType] => INVOICE\\n    [financialInstitution] => payolution\\n    [language] => de\\n    [orderNumber] => 12995718\\n    [paymentState] => SUCCESS\\n    [gatewayReferenceNumber] => DGW_12995718_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => d92c3ff519f4c7b47f8b23307fb6866a586daaff3d6174e34d3212af09d635078f880a0e3e87d818a3676243a43ee37b06543810881b47430a67911bd62cccff\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
11994	0	paymentInfo	1470735106		paymentAuthorized	payment_793158105-1~11994	1470735112	 	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"","seamless_paymentType":"PREPAYMENT","seamless_paymentState":"SUCCESS","seamless_response":""}
12001	0	paymentInfo	1470816666	\N	aborted	payment_1392023805-1~12001	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
12004	0	paymentInfo	1472031371	3070820	paymentAuthorized	payment_163388965-1~12004	1472031478	 Demo AVS ResultMessage	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"\\u20ac\\u00a055,85","seamless_paymentType":"SOFORTUEBERWEISUNG","seamless_paymentState":"SUCCESS","seamless_response":"Array\\n(\\n    [elementsclientauth] => disabled\\n    [orderIdent] => payment_163388965-1---12004\\n    [amount] => 55.85\\n    [currency] => EUR\\n    [paymentType] => SOFORTUEBERWEISUNG\\n    [financialInstitution] => sofortueberweisung\\n    [language] => de\\n    [orderNumber] => 3070820\\n    [paymentState] => SUCCESS\\n    [senderAccountOwner] => J\\u00fcrgen Mustermann\\n    [senderAccountNumber] => 112233\\n    [senderBankNumber] => 88888888\\n    [senderBankName] => Testbank \\n    [senderBIC] => PNAGDE00000\\n    [senderIBAN] => DE35888888880000112233\\n    [senderCountry] => DE\\n    [securityCriteria] => 1\\n    [gatewayReferenceNumber] => DGW_3070820_RN\\n    [gatewayContractNumber] => DemoContractNumber123\\n    [avsResponseCode] => X\\n    [avsResponseMessage] => Demo AVS ResultMessage\\n    [avsProviderResultCode] => X\\n    [avsProviderResultMessage] => Demo AVS ProviderResultMessage\\n    [responseFingerprintOrder] => amount,currency,paymentType,financialInstitution,language,orderNumber,paymentState,senderAccountOwner,senderAccountNumber,senderBankNumber,senderBankName,senderBIC,senderIBAN,senderCountry,securityCriteria,gatewayReferenceNumber,gatewayContractNumber,avsResponseCode,avsResponseMessage,avsProviderResultCode,avsProviderResultMessage,secret,responseFingerprintOrder\\n    [responseFingerprint] => 5d432ce0a5d0f4739c66c0d4e2e234438f9670da50dd4fb5595ff67bcebd9e45bc22940c73e03aa494af11a255c7a8f33178fa91f49b901c3ae637891cd91acd\\n    [prefix] => \\/en\\n    [country] => en\\n)\\n"}
12006	0	paymentInfo	1472031512	\N	cancelled	payment_2412201695-1~12006	1472031563	 	\N	\N	\N	\N	\N	\N	\N	\N	\N	{"seamless_amount":"","seamless_paymentType":"","seamless_paymentState":"","seamless_response":"{\\"elementsclientauth\\":\\"disabled\\",\\"orderIdent\\":\\"payment_2412201695-1---12006\\",\\"error_1_errorCode\\":\\"20015\\",\\"error_1_message\\":\\"Your card could not be identified. Please contact your issuing bank.\\",\\"error_1_consumerMessage\\":\\"Ihre Kreditkarte konnte nicht identifiziert werden. Bitte kontaktieren Sie den Herausgeber Ihrer Karte.\\",\\"error_1_paySysMessage\\":\\"Cardholder cancelled authentication on ACS.\\",\\"errors\\":\\"1\\",\\"paymentState\\":\\"FAILURE\\",\\"prefix\\":\\"\\\\\\/en\\",\\"country\\":\\"en\\"}"}
