1968	1968	1	12	1968	object	,240,	,240,236,11148,	default	1	1	Beachgarden	Volleyball Balls Beachgarden	\N	#;#g#;#b#;#w#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1960	1960	1	12	1960	object	,256,	,256,247,100,11148,	default	1	1	FORCE 100 FS	Football Shinguards FORCE 100 FS	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	256	0	0	0	0
1950	1950	1	12	1950	object	,256,	,256,247,100,11148,	default	1	1	FORCE 500 FS	Football Shinguards FORCE 500 FS	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	256	0	0	0	0
1953	1953	1	12	1953	object	,253,	,253,247,100,11148,	default	1	1	FORCE 30 BG Jr.	Football Goalkeeper Gloves Junior FORCE 30 BG Jr.	\N	#;#b#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66000	253	0	0	0	0
1966	1966	1	12	1966	object	,240,	,240,236,11148,	default	1	1	Beach Tec	Volleyball Balls Beach Tec	\N	#;#g#;#b#;#w#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1946	1946	1	12	1946	object	,240,	,240,236,11148,	default	1	1	Beach Top	Volleyball Ball Beach Top	\N	#;#w#;#m#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1949	1949	1	12	1949	object	,240,	,240,236,11148,	default	1	1	Beach Volley	Volleyball Balls Beach Volley	\N	#;#g#;#b#;#w#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1942	1942	1	12	1942	object	,256,	,256,247,100,11148,	default	1	1	FORCE 50 FS	Football Shinguards FORCE 50 FS	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	256	0	0	0	0
1944	1944	1	12	1944	object	,240,	,240,236,11148,	default	1	1	MP 150	Volleyball Balls MP 150	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1936	1936	1	12	1936	object	,240,	,240,236,11148,	default	1	1	MP 100	Volleyball Balls MP 100	\N	#;#g#;#b#;#w#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	240	0	0	0	0
1937	1937	1	12	1937	object	,253,	,253,247,100,11148,	default	1	1	FORCE 3000 PG	Football Goalkeeper Gloves FORCE 3000 PG	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	253	0	0	0	0
1331	1331	1	12	1331	object	,253,	,253,247,100,11148,	default	1	1	FORCE 1000 PG	Football Goalkeeper Gloves FORCE 1000 PG	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	253	0	0	0	0
1333	1333	1	12	1333	object	,250,	,250,100,11148,	default	1	1	FORCE FS50	Football Balls FORCE FS50	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	250	0	0	0	0
1133	1133	1	12	1133	object	,326,	,326,106,11148,	default	1	1	Competition Mini	Basketball Balls Competition Mini	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1116	1116	1	12	1116	object	,326,	,326,106,11148,	default	1	1	College	Basketball Balls College	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1128	1128	1	12	1128	object	,326,	,326,106,11148,	default	1	1	Professional	Basketball Balls Professional	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
2098	2098	1	12	2098	object	,2081,	,2081,236,11148,	default	1	1	Speed Rebel Men	Indoor Shoe Speed Rebel Men	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	2081	892	113	0	0
2075	2075	1	12	2075	object	,214,1103,	,214,205,100,11148,1103,	default	1	1	Canini	Canini, Protouch, Multisport	\N	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	1317	1685	110	0	\N
1095	1095	1	12	1095	object	,326,	,326,106,11148,	default	1	1	League	Basketball Balls League	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1125	1125	1	12	1125	object	,326,	,326,106,11148,	default	1	1	Competition	Basketball Balls Competition	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1105	1105	1	12	1105	object	,326,	,326,106,11148,	default	1	1	Harlem	Basketball Balls Harlem	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1174	1174	1	12	1174	object	,932,	,932,100,11148,	default	1	1	FORCE HG	Football Shoes FORCE HG	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1180	1180	1	12	1180	object	,932,	,932,100,11148,	default	1	1	Classic FG	Football Shoes Classic FG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1190	1190	1	12	1190	object	,932,	,932,100,11148,	default	1	1	Classic FG Jr	Football Shoes Classic FG Jr	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1191	1191	1	12	1191	object	,932,	,932,100,11148,	default	1	1	FORCE HG Jr	Football Shoes FORCE HG Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1200	1200	1	12	1200	object	,932,	,932,100,11148,	default	1	1	Classic TF Jr	Football Shoes Classic TF Jr	#;#black#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	66200	932	0	0	0	0
1202	1202	1	12	1202	object	,932,	,932,100,11148,	default	1	1	FORCE IN	Football Shoes FORCE IN	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1211	1211	1	12	1211	object	,932,	,932,100,11148,	default	1	1	FORCE IN Jr	Football Shoes FORCE IN Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1214	1214	1	12	1214	object	,932,	,932,100,11148,	default	1	1	Classic HG	Football Shoes Classic HG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1217	1217	1	12	1217	object	,932,	,932,100,11148,	default	1	1	FORCE TF	Football Shoes FORCE TF	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1227	1227	1	12	1227	object	,932,	,932,100,11148,	default	1	1	FORCE TF Jr	Football Shoes FORCE TF Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1230	1230	1	12	1230	object	,932,	,932,100,11148,	default	1	1	Classic HG Jr	Football Shoes Classic HG Jr	#;#black#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	66200	932	0	0	0	0
1236	1236	1	12	1236	object	,932,	,932,100,11148,	default	1	1	Classic SG	Football Shoes Classic SG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1237	1237	1	12	1237	object	,932,	,932,100,11148,	default	1	1	Sala Special	Football Shoes Sala Special	#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66430	77000	932	712	0	0	0
1247	1247	1	12	1247	object	,932,	,932,100,11148,	default	1	1	Classic TF	Football Shoes Classic TF	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1253	1253	1	12	1253	object	,932,	,932,100,11148,	default	1	1	FORCE FG	Football Shoes FORCE FG	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1258	1258	1	12	1258	object	,932,	,932,100,11148,	default	1	1	FORCE FG Jr	Football Shoes FORCE FG Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1540	1540	1	12	1540	object	,103,	,103,102,197,11148,	default	1	1	Tokyo Stability II Men	Road Running Shoe Tokyo Stability II Men	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	103	555	113	0	0
1554	1554	1	12	1554	object	,103,	,103,102,197,11148,	default	1	1	Tokyo Stability II Women	Road Running Shoe Tokyo Stability II Women	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	103	553	113	0	0
1573	1573	1	12	1573	object	,244,	,244,198,197,11148,	default	1	1	Ilona	Ilona, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	244	4399	110	0	0
1574	1574	1	12	1574	object	,224,	,224,198,197,11148,	default	1	1	Alegro	Alegro, Protouch Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	224	4347	110	0	0
1581	1581	1	12	1581	object	,224,	,224,198,197,11148,	default	1	1	Alexis	Alexis, Protouch Running	#;#black#;#	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	66420	77000	224	3726	110	0	0
1583	1583	1	12	1583	object	,232,	,232,198,197,11148,	default	1	1	Imira	Imira, protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	4399	110	0	0
1593	1593	1	12	1593	object	,224,	,224,198,197,11148,	default	1	1	Alfons	Alfons, Protouch Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	224	3726	110	0	0
1596	1596	1	12	1596	object	,232,275,	,232,198,197,11148,275,	default	1	1	Inez	\N	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	507	3319	110	0	0
1600	1600	1	12	1600	object	,1609,	,1609,198,197,11148,	default	1	1	Algot	algot, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	1609	2803	110	0	0
1601	1601	1	12	1601	object	,232,	,232,198,197,11148,	default	1	1	Inday	Inday, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	4378	110	0	0
1603	1603	1	12	1603	object	,228,	,228,198,197,11148,	default	1	1	David	Running Jacket Protouch	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	228	2788	0	0	0
1610	1610	1	12	1610	object	,232,	,232,198,197,11148,	default	1	1	Imagine	Imagine, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	3234	110	0	0
1618	1618	1	12	1618	object	,1609,	,1609,198,197,11148,	default	1	1	Alfredo	Alfredo, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	1609	2833	110	0	0
1619	1619	1	12	1619	object	,232,	,232,198,197,11148,	default	1	1	RUNlight Doug	RUNlight, Doug, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	3783	110	0	0
1620	1620	1	12	1620	object	,228,	,228,198,197,11148,	default	1	1	Idalie	Idalie, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	228	3914	0	0	0
1628	1628	1	12	1628	object	,1609,	,1609,198,197,11148,	default	1	1	Allen 2in1	Allen 2in1, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	1609	2300	110	0	0
1629	1629	1	12	1629	object	,224,	,224,198,197,11148,	default	1	1	Imola	Imola, Protouch, Running Shorts	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	224	4350	110	0	0
1632	1632	1	12	1632	object	,246,	,246,198,197,11148,	default	1	1	Indira	Indira, Protouch Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	246	3907	110	0	0
1634	1634	1	12	1634	object	,232,	,232,198,197,11148,	default	1	1	Abbot	Abbot, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	3792	110	0	0
2020	2020	1	12	2020	object	,218,297,	,297,205,100,11148,218,	default	1	1	Cassano	Cassano, protouch, multisport	\N	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	515	2782	0	0	\N
2032	2032	1	12	2032	object	,326,	,326,106,11148,	default	1	1	Professional	Basketball Balls Professional	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
2028	2028	1	12	2028	object	,326,	,326,106,11148,	default	1	1	Competition	Basketball Balls Competition	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
2038	2038	1	12	2038	object	,295,	,295,205,100,11148,	default	1	1	Coletti	Coletti, Protouch, Multisport	\N	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	295	3905	110	0	\N
2042	2042	1	12	2042	object	,326,	,326,106,11148,	default	1	1	Competition Mini	Basketball Balls Competition Mini	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1640	1640	1	12	1640	object	,232,	,232,198,197,11148,	default	1	1	Albani	Albani, Protouch Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	2710	110	0	0
1642	1642	1	12	1642	object	,228,	,228,198,197,11148,	default	1	1	Isaka	Isaka, Protouch, running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	228	3864	110	0	0
1648	1648	1	12	1648	object	,228,	,228,198,197,11148,	default	1	1	Iana	Iana, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	228	4434	110	0	0
1650	1650	1	12	1650	object	,232,	,232,198,197,11148,	default	1	1	Alstair	Alstair, Protouch, running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	2710	110	0	0
1654	1654	1	12	1654	object	,224,	,224,198,197,11148,	default	1	1	Iris	Iris, Protouch, Running,Pro	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	224	4350	110	0	0
1665	1665	1	12	1665	object	,232,	,232,198,197,11148,	default	1	1	Adal	Adal, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	3792	110	0	0
1667	1667	1	12	1667	object	,224,	,224,198,197,11148,	default	1	1	Ingrid	\N	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	224	4971	110	0	0
1673	1673	1	12	1673	object	,224,	,224,198,197,11148,	default	1	1	RUNlight Dominic	RUNlight, Dominic, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	224	3090	110	0	0
1675	1675	1	12	1675	object	,932,	,932,100,11148,	default	1	1	Classic HG	Football Shoes Classic HG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1677	1677	1	12	1677	object	,1609,	,1609,198,197,11148,	default	1	1	RUNlight Deniz	RUNlight, Deniz, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	1609	4000	110	0	0
1678	1678	1	12	1678	object	,932,	,932,100,11148,	default	1	1	FORCE FG	Football Shoes FORCE FG	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1680	1680	1	12	1680	object	,932,	,932,100,11148,	default	1	1	Classic SG	Football Shoes Classic SG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1685	1685	1	12	1685	object	,232,	,232,198,197,11148,	default	1	1	RUNlight Dorian	RUNlight, Dorian, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	3255	110	0	0
1686	1686	1	12	1686	object	,932,	,932,100,11148,	default	1	1	FORCE TF	Football Shoes FORCE TF	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1687	1687	1	12	1687	object	,932,	,932,100,11148,	default	1	1	Classic TF	Football Shoes Classic TF	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1689	1689	1	12	1689	object	,228,	,228,198,197,11148,	default	1	1	Isha	Isha, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	228	4453	110	0	0
1691	1691	1	12	1691	object	,232,	,232,198,197,11148,	default	1	1	Agil	Agil, Protouch Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	3240	110	0	0
1692	1692	1	12	1692	object	,932,	,932,100,11148,	default	1	1	Classic HG Jr	Football Shoes Classic HG Jr	#;#black#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	66200	932	0	0	0	0
1693	1693	1	12	1693	object	,232,	,232,198,197,11148,	default	1	1	Ivory	Ivory, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	2152	110	0	0
1696	1696	1	12	1696	object	,932,	,932,100,11148,	default	1	1	Classic FG	Football Shoes Classic FG	#;#black#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	77000	932	0	0	0	0
1698	1698	1	12	1698	object	,246,	,246,198,197,11148,	default	1	1	Aaron	Aaron, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	246	3907	110	0	0
1699	1699	1	12	1699	object	,932,	,932,100,11148,	default	1	1	FORCE IN Jr	Football Shoes FORCE IN Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1702	1702	1	12	1702	object	,932,	,932,100,11148,	default	1	1	FORCE TF Jr	Football Shoes FORCE TF Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1706	1706	1	12	1706	object	,932,	,932,100,11148,	default	1	1	FORCE FG Jr	Football Shoes FORCE FG Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1710	1710	1	12	1710	object	,228,	,228,198,197,11148,	default	1	1	Avel	Avel, Protouch, running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	228	3864	110	0	0
1713	1713	1	12	1713	object	,224,	,224,198,197,11148,	default	1	1	RUNlight Dixie	RUNlight Dixie, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	224	3716	110	0	0
1714	1714	1	12	1714	object	,228,	,228,198,197,11148,	default	1	1	Aaden	Aaden, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	228	4434	110	0	0
1715	1715	1	12	1715	object	,932,	,932,100,11148,	default	1	1	Sala Special	Football Shoes Sala Special	#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66430	77000	932	712	0	0	0
1716	1716	1	12	1716	object	,932,	,932,100,11148,	default	1	1	FORCE HG Jr	Football Shoes FORCE HG Junior	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1723	1723	1	12	1723	object	,1609,	,1609,198,197,11148,	default	1	1	RUNlight Dalinda	RUNlight, Dalinda, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	1609	4000	110	0	0
1726	1726	1	12	1726	object	,232,	,232,198,197,11148,	default	1	1	Alvis	Alvis, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	232	1630	110	0	0
1729	1729	1	12	1729	object	,932,	,932,100,11148,	default	1	1	Classic FG Jr	Football Shoes Classic FG Jr	#;#black#;#blue#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	66200	932	0	0	0	0
1733	1733	1	12	1733	object	,932,	,932,100,11148,	default	1	1	Classic TF Jr	Football Shoes Classic TF Jr	#;#black#;#white#;#	#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	66423	66200	932	0	0	0	0
1738	1738	1	12	1738	object	,232,	,232,198,197,11148,	default	1	1	RUNlight Daytona	RUNlight, Daytona, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	3255	110	0	0
1998	1998	1	12	1998	object	,326,	,326,106,11148,	default	1	1	League	Basketball Balls League	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
1995	1995	1	12	1995	object	,326,	,326,106,11148,	default	1	1	Harlem	Basketball Balls Harlem	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
2015	2015	1	12	2015	object	,326,	,326,106,11148,	default	1	1	College	Basketball Balls College	\N	#;#m#;#w#;#b#;#g#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	66250	326	0	0	0	0
2008	2008	1	12	2008	object	,218,297,	,297,205,100,11148,218,	default	1	1	Camolese	Camolese, protouch, multisport	\N	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	515	5433	110	0	\N
1742	1742	1	12	1742	object	,1609,	,1609,198,197,11148,	default	1	1	Isabel	Isabel, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	1609	3427	110	0	0
1744	1744	1	12	1744	object	,103,	,103,102,197,11148,	default	1	1	Chicago Stability II M	Road Running Shoe Chicago Stability II Men	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	103	711	0	0	0
1752	1752	1	12	1752	object	,224,	,224,198,197,11148,	default	1	1	Ida	Ida, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	224	4350	110	0	0
1755	1755	1	12	1755	object	,232,	,232,198,197,11148,	default	1	1	RUNlight Dory	RUNlight, Dory, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	3783	110	0	0
1756	1756	1	12	1756	object	,232,	,232,198,197,11148,	default	1	1	Izette	Izette, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	2726	110	0	0
1760	1760	1	12	1760	object	,232,	,232,198,197,11148,	default	1	1	Iva	Iva, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	232	3821	110	0	0
1764	1764	1	12	1764	object	,228,	,228,198,197,11148,	default	1	1	RUNlight Destiny	RUNlight, Destiny, Protouch, Running	\N	#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	87000	228	2191	0	0	0
1766	1766	1	12	1766	object	,932,	,932,100,11148,	default	1	1	FORCE IN	Football Shoes FORCE IN	#;#black#;#blue#;#white#;#	#;#m#;#w#;#	\N	\N	\N	0	0	0	\N	\N	\N	66421	77000	932	0	0	0	0
1767	1767	1	12	1767	object	,224,	,224,198,197,11148,	default	1	1	RUNlight Dragan	RUNlight, Dragan, Protouch, Running	\N	#;#m#;#	\N	\N	\N	0	0	0	\N	\N	\N	0	77000	224	3090	110	0	0
