9216	specificAttributes	details.heel-protector-a,details.rubber-toe-protection
9296	specificAttributes	details.heel-protector-a,details.rubber-toe-protection
9297	specificAttributes	details.molded-eva-midsole,details.heel-protector-a,details.rubber-toe-protection,details.comfort-cushion-system
9298	specificAttributes	details.molded-eva-midsole,details.heel-protector-a,details.rubber-toe-protection,details.comfort-cushion-system
9301	specificAttributes	details.heel-protector-a,details.rubber-toe-protection
9311	specificAttributes	details.molded-eva-midsole,details.rubber-toe-protection,details.comfort-cushion-system
9312	specificAttributes	\N
9313	specificAttributes	\N
9316	specificAttributes	details.flex-zone,details.molded-eva-midsole,details.rubber-toe-protection
9317	specificAttributes	details.molded-eva-midsole,details.heel-protector-a,details.rubber-toe-protection,details.comfort-cushion-system
9319	specificAttributes	\N
9321	specificAttributes	\N
9324	specificAttributes	details.heel-protector-a,details.rubber-toe-protection
9325	specificAttributes	details.rubber-toe-protection,details.heel-protector-a,details.comfort-cushion-system,details.molded-eva-midsole
9326	specificAttributes	\N
9455	specificAttributes	\N
9461	specificAttributes	\N
9466	specificAttributes	\N
9469	specificAttributes	\N
10257	specificAttributes	\N
10258	specificAttributes	\N
10259	specificAttributes	\N
10260	specificAttributes	\N
10261	specificAttributes	\N
10262	specificAttributes	\N
10263	specificAttributes	\N
10264	specificAttributes	\N
10265	specificAttributes	\N
10266	specificAttributes	\N
10268	specificAttributes	\N
10269	specificAttributes	\N
10270	specificAttributes	\N
10271	specificAttributes	\N
10272	specificAttributes	\N
10273	specificAttributes	\N
10274	specificAttributes	\N
10275	specificAttributes	\N
10276	specificAttributes	\N
10277	specificAttributes	\N
10278	specificAttributes	\N
10280	specificAttributes	\N
10281	specificAttributes	\N
10282	specificAttributes	\N
10283	specificAttributes	\N
10284	specificAttributes	\N
10285	specificAttributes	\N
10287	specificAttributes	\N
10288	specificAttributes	\N
10289	specificAttributes	\N
10290	specificAttributes	\N
10291	specificAttributes	\N
10292	specificAttributes	\N
10294	specificAttributes	\N
10295	specificAttributes	\N
10296	specificAttributes	\N
10297	specificAttributes	\N
10299	specificAttributes	\N
10300	specificAttributes	\N
10301	specificAttributes	\N
10302	specificAttributes	\N
10303	specificAttributes	\N
10304	specificAttributes	\N
10305	specificAttributes	\N
10307	specificAttributes	\N
10308	specificAttributes	\N
10309	specificAttributes	\N
10310	specificAttributes	\N
10311	specificAttributes	\N
10312	specificAttributes	\N
10313	specificAttributes	\N
10314	specificAttributes	\N
10315	specificAttributes	\N
10316	specificAttributes	\N
10317	specificAttributes	\N
10318	specificAttributes	\N
10319	specificAttributes	\N
10320	specificAttributes	\N
10321	specificAttributes	\N
10322	specificAttributes	\N
10323	specificAttributes	\N
10324	specificAttributes	\N
10325	specificAttributes	\N
10326	specificAttributes	\N
10327	specificAttributes	\N
10328	specificAttributes	\N
10329	specificAttributes	\N
10330	specificAttributes	\N
10331	specificAttributes	\N
10332	specificAttributes	\N
10333	specificAttributes	\N
10334	specificAttributes	\N
10335	specificAttributes	\N
10336	specificAttributes	\N
10337	specificAttributes	\N
10338	specificAttributes	\N
10339	specificAttributes	\N
10342	specificAttributes	\N
10343	specificAttributes	\N
10345	specificAttributes	\N
10347	specificAttributes	\N
10348	specificAttributes	\N
10349	specificAttributes	\N
10350	specificAttributes	\N
10351	specificAttributes	\N
10353	specificAttributes	\N
10355	specificAttributes	\N
10356	specificAttributes	\N
10357	specificAttributes	\N
10359	specificAttributes	\N
10360	specificAttributes	\N
10361	specificAttributes	\N
10362	specificAttributes	\N
10363	specificAttributes	\N
10364	specificAttributes	\N
10367	specificAttributes	\N
10368	specificAttributes	\N
10369	specificAttributes	\N
10371	specificAttributes	\N
10372	specificAttributes	\N
10373	specificAttributes	\N
10374	specificAttributes	\N
10375	specificAttributes	\N
10377	specificAttributes	\N
10417	specificAttributes	details.molded-eva-midsole,details.rubber-toe-protection
10586	specificAttributes	\N
10613	specificAttributes	\N
10908	specificAttributes	\N
10909	specificAttributes	\N
10910	specificAttributes	\N
10911	specificAttributes	\N
10912	specificAttributes	\N
10913	specificAttributes	\N
10914	specificAttributes	\N
10915	specificAttributes	\N
10916	specificAttributes	\N
10917	specificAttributes	\N
10918	specificAttributes	\N
10919	specificAttributes	\N
10920	specificAttributes	\N
10921	specificAttributes	\N
10922	specificAttributes	\N
10923	specificAttributes	\N
10924	specificAttributes	\N
10925	specificAttributes	\N
10926	specificAttributes	\N
10927	specificAttributes	\N
10928	specificAttributes	\N
10929	specificAttributes	\N
10930	specificAttributes	\N
10931	specificAttributes	\N
10932	specificAttributes	\N
10933	specificAttributes	\N
10934	specificAttributes	\N
10935	specificAttributes	\N
10936	specificAttributes	\N
10937	specificAttributes	\N
10938	specificAttributes	\N
10939	specificAttributes	\N
10940	specificAttributes	\N
10941	specificAttributes	\N
10942	specificAttributes	\N
10943	specificAttributes	\N
10944	specificAttributes	\N
10945	specificAttributes	\N
10946	specificAttributes	\N
10947	specificAttributes	\N
10948	specificAttributes	\N
10949	specificAttributes	\N
10950	specificAttributes	\N
10951	specificAttributes	\N
10952	specificAttributes	\N
10953	specificAttributes	\N
11036	specificAttributes	details.multigrip-sole,details.stabilizer,details.heel-protector-b
